R_fighter,B_fighter,Referee,date,location,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
Dan Hardy,Akihiro Gono,Dan Miragliotta,2008-10-18,"Birmingham, England, United Kingdom",Red,FALSE,Welterweight,3,0,1,0,13,9,5,3,33,20,6,4,13,4,1,18,14,3,0,44,27,0.61,1,1,1,1,56,39,1,0,13,10,29,14,33,17,0,0,41,14,0,8,7,0,0,62,31,0.5,0,0,0,0,63,32,2,499,0,0,0,0,0,1,0,1,Switch,170.18,172.72,170,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,170,34,26
Marcus Davis,Paul Kelly,Marc Goddard,2008-10-18,"Birmingham, England, United Kingdom",Red,FALSE,Welterweight,3,0,1,0,14,13,15,11,36,13,88,46,125,57,0,0,0,4,1,139,70,0.5,0,3,3,1,234,154,1,0,7,7,20,17,40,13,21,13,67,29,0,7,7,1,0,81,43,0.53,3,1,1,1,202,149,3,900,0,0,0,1,0,0,0,1,Orthodox,175.26,177.8,155,1,0,0,3.375,2.625,7.125,5.5,24.25,10.375,6.875,4.75,31.125,14.875,0.375,3.75,3.125,1.25,0,38.25,20.625,0.555,0.875,1.75,1,0.30375,62.625,43.5,6,2,4.625,2.75,5.125,2.5,21.125,6.875,11.375,5.125,27.25,7,0.125,5.75,4.75,1.5,0.375,37.625,14.5,0.40625,0.25,0.625,0.625,0.25,50,25.125,14,430.375,0,0,0,1,2,3,0,6,Southpaw,177.8,177.8,170,24,35
Dong Hyun Kim,Matt Brown,Mario Yamasaki,2008-09-06,"Atlanta, Georgia, USA",Red,FALSE,Welterweight,3,0,1,0,13,9,12,9,28,12,25,11,51,22,0,1,1,0,0,65,32,0.49,1,0,0,0,95,53,1,0,5,3,19,9,41,14,4,3,53,18,0,6,5,0,0,64,26,0.4,0,6,2,0.33,76,34,2,520,0,0,0,0,1,0,0,1,Orthodox,182.88,190.5,170,0,1,0,3,3,21,21,9,3,62,53,89,74,0,0,0,10,0,92,77,0.83,0,3,3,1,175,159,1,0,0,0,1,0,13,2,0,0,13,1,0,1,1,0,0,14,2,0.14,0,6,0,0,32,20,3,625,0,0,0,0,1,0,0,1,Southpaw,187.96,193.04,170,27,26
Ryo Chonan,Roan Carneiro,Herb Dean,2008-09-06,"Atlanta, Georgia, USA",Red,FALSE,Welterweight,3,1,0,0,2.5,2,4.75,3.75,7.75,4,13.25,7.75,21.25,11.5,0,2,2,3.5,0,25.75,15.5,0.5725,1.75,5.25,3.5,0.675,55.5,43.25,1,2,1.75,1.5,4.75,3.25,11.75,3.75,5.75,4,19,8,0,1.5,1.5,0.5,0.25,22.25,11,0.515,0.75,0.25,0,0,63,51.25,9,577.5,0,0,0,1,1,0,0,2,Orthodox,180.34,187.96,170,1,0,0,16,13,24,17,61,18,2,0,61,15,0,10,7,0,1,87,35,0.4,0,0,0,0,110,57,0,1,1,1,9,5,54,19,47,25,105,45,0,4,3,4,0,110,49,0.44,0,9,7,0.77,186,117,3,900,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,170,30,31
Ben Saunders,Ryan Thomas,Darryl Guthmiller,2008-08-09,"Minneapolis, Minnesota, USA",Red,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,182.88,,170,0,1,0,7,7,5,4,11,5,9,9,17,10,0,1,1,2,0,25,18,0.72,4,0,0,0,153,143,1,0,0,0,6,6,1,0,10,6,11,6,0,6,6,0,1,17,12,0.7,0,12,1,0.08,64,59,3,900,0,0,0,1,0,0,0,1,Orthodox,187.96,195.58,170,23,25
Chris Wilson,Steve Bruno,Nick Gamst,2008-08-09,"Minneapolis, Minnesota, USA",Red,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,,170,1,0,0,14,9,8,6,44,16,0,0,34,10,0,4,3,0,0,52,22,0.42,1,0,0,0,62,32,0,1,9,8,4,1,50,21,22,18,46,19,0,21,13,4,0,76,40,0.52,0,9,4,0.44,169,131,3,900,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,170,26,31
Georges St-Pierre,Jon Fitch,Yves Lavigne,2008-08-09,"Minneapolis, Minnesota, USA",Red,TRUE,Welterweight,5,0,8,0,6,5,7.875,4.75,20,8.25,27.25,17.875,43.5,21.75,0.25,5.625,4.125,3,0,55.125,30.875,0.5475,1,5.125,3.125,0.595,148.5,119.25,8,0,4.375,3.25,8.25,6.875,13.625,4.125,0.375,0.25,12.375,2.875,0,5.5,5.125,0,0.125,22.25,11.25,0.56125,2,2.875,0.875,0.2875,29,17.625,20,703.25,0,0,1,3,1,3,0,8,Orthodox,182.88,193.04,170,0,3,0,7.75,7.083333333,3.833333333,2.583333333,34.91666667,16.58333333,25.58333333,17.58333333,49.83333333,24.83333333,0.3333333333,6.75,4.833333333,4.25,0.25,64.33333333,36.75,0.5733333333,1.166666667,3.083333333,2.5,0.7583333333,108.9166667,79.41666667,5,2,3.5,2.916666667,2.75,2,25.16666667,7.083333333,2.5,1.416666667,24.75,6,0.1666666667,2.166666667,1.583333333,0.5833333333,0.25,30.41666667,10.5,0.3216666667,0.5833333333,2.75,0.4166666667,0.1408333333,43.16666667,21.83333333,24,541,5,0,1,3,4,2,0,10,Orthodox,180.34,193.04,185,30,27
Tamdan McCrory,Luke Cummo,Dan Miragliotta,2008-08-09,"Minneapolis, Minnesota, USA",Red,FALSE,Welterweight,3,1,0,0,10.66666667,7.333333333,9.833333333,5.666666667,35.83333333,13,6.833333333,4,39,12.66666667,0.6666666667,2.833333333,2.666666667,1,0,52.5,22.66666667,0.4416666667,1.166666667,1.166666667,0.6666666667,0.2916666667,86.33333333,54,2,3,4.333333333,3,4.166666667,2.5,22.16666667,4.666666667,18.66666667,9.666666667,37.5,11.5,0,3.166666667,2.333333333,5.333333333,0.3333333333,45,16.83333333,0.3833333333,0.5,7.833333333,4.5,0.415,84.5,50.16666667,15,695,1,0,0,1,2,0,0,3,Orthodox,182.88,187.96,170,1,0,0,8.5,6.5,16.5,7.5,19.5,10,2,2,24.5,9.5,0,5,3.5,1,0,38,19.5,0.535,1,2.5,1,0.2,41,22.5,1,1,7,5,2.5,1.5,19.5,12.5,17,9,22,10,0.5,10,8,4,0.5,39,23,0.58,0.5,0.5,0.5,0.5,50,34,4,461.5,0,0,0,0,0,1,0,1,Switch,193.04,198.12,185,28,21
Brad Blackburn,James Giboo,Steve Mazzagatti,2008-07-19,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,180.34,,170,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,170,30,31
Kevin Burns,Anthony Johnson,Steve Mazzagatti,2008-07-19,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,3,0,1,0,2,1.666666667,3.666666667,2.666666667,18,6.333333333,5.666666667,4.333333333,24,10.66666667,1,1.333333333,1,0.3333333333,0.3333333333,27.33333333,13.33333333,0.4866666667,1,0.6666666667,0.3333333333,0.1666666667,28.66666667,14.33333333,1,1,0.3333333333,0,1,0.3333333333,10.33333333,2.333333333,2,2,11,3.333333333,0,2,1.333333333,0.6666666667,0.3333333333,13.33333333,4.666666667,0.24,0.6666666667,1.333333333,0.3333333333,0.1666666667,24.33333333,15,4,183,0,0,0,0,2,0,0,2,Orthodox,187.96,198.12,205,0,1,0,1,0,1,1,9,4,3,3,11,7,0,1,1,0,0,13,8,0.61,1,0,0,0,61,55,1,0,1,1,0,0,7,2,23,10,28,10,0,1,1,4,0,30,12,0.4,0,6,2,0.33,57,36,2,530,0,0,0,0,0,1,0,1,Orthodox,177.8,187.96,170,24,28
Rory Markham,Brodie Farber,Steve Mazzagatti,2008-07-19,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,185.42,,170,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,182.88,180.34,170,28,26
Josh Koscheck,Chris Lytle,Yves Lavigne,2008-07-05,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,3,0,1,0,7.636363636,6.181818182,8.363636364,6.727272727,29.63636364,9.454545455,3.454545455,2.090909091,29.90909091,9,0.1818181818,3.909090909,3.090909091,1,0.5454545455,41.45454545,18.27272727,0.4918181818,1.363636364,1,0.6363636364,0.4236363636,86.72727273,61.36363636,2,7,4.636363636,3.363636364,6.727272727,4.272727273,16.27272727,6.181818182,13.09090909,6.727272727,27.09090909,10.36363636,0.1818181818,4.363636364,3.454545455,2,0.3636363636,36.09090909,17.18181818,0.4554545455,0.5454545455,3.363636364,1.545454545,0.4763636364,63.81818182,43.54545455,24,561.8181818,1,0,0,0,1,3,0,4,Orthodox,180.34,172.72,170,0,1,0,3.1,2.5,0.6,0.2,26.7,6.8,13.1,9.4,35.7,12.7,0.2,1.6,1.2,3.4,0.1,40.4,16.4,0.397,0.5,3.9,2.5,0.765,63.5,37.8,5,2,1.7,1.1,0.9,0.7,31.7,8.7,2.5,1.6,27.9,5.2,0.1,5.5,4.7,0.4,0.2,35.1,11,0.355,1.8,0.4,0.3,0.2,54.3,29.8,21,568.5,0,0,0,3,3,2,0,8,Orthodox,177.8,185.42,170,33,30
Diego Sanchez,Luigi Fioravanti,Josh Rosenthal,2008-06-21,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,3,0,1,0,5,3.333333333,13.5,7.5,32.5,11.66666667,10.83333333,5,42.5,12.16666667,0.3333333333,9.333333333,8.666666667,1.166666667,0.1666666667,56.83333333,24.16666667,0.445,0,4,2.5,0.4683333333,85,47.66666667,2,3,14.33333333,7.666666667,15,6.666666667,63.5,11.33333333,7,3.666666667,67,11.66666667,0,4.166666667,2.333333333,1.833333333,0.1666666667,85.5,21.66666667,0.33,0.6666666667,3,1.333333333,0.3316666667,136.5,70.66666667,13,620.6666667,0,0,0,1,2,0,0,3,Orthodox,172.72,177.8,170,0,1,0,7,6.111111111,4,3.222222222,29.22222222,5.333333333,27.77777778,15.66666667,53.22222222,17.33333333,0.2222222222,0.7777777778,0.7777777778,2.222222222,0.3333333333,61,24.22222222,0.4622222222,0.8888888889,5.444444444,1.777777778,0.4144444444,80.33333333,40.66666667,6,2,1.888888889,1.444444444,3.555555556,2.333333333,30.88888889,9.333333333,5.111111111,2.777777778,36.77777778,12.11111111,0,0.8888888889,0.8888888889,0.3333333333,0.1111111111,39.55555556,14.44444444,0.4922222222,0.2222222222,2.111111111,1.666666667,0.3666666667,74.77777778,46.44444444,20,608.1111111,1,0,0,3,4,0,0,7,Southpaw,177.8,182.88,170,27,26
Dustin Hazelett,Joshua Burkman,Josh Rosenthal,2008-06-21,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,3,1,0,0,4.5,2.75,15.125,9.75,35.125,10.625,5.625,3.625,41.75,12.25,0.25,9.625,9,0.625,0.125,55.875,24,0.52625,0.5,7.25,2.625,0.3925,67.875,35.125,2,3,11,8.375,17.25,11.625,40.25,14.25,4.25,2.375,44.875,14.75,0.125,5.875,5.125,0.5,0.25,61.75,28.25,0.41875,0.5,2.125,0.875,0.21125,89.125,54.625,19,648.125,0,0,1,2,1,1,0,5,Orthodox,177.8,182.88,170,1,0,0,1.8,1.6,2.2,1.6,27.4,10.4,11.8,5.6,37,14.2,0,2.6,1.8,0,0,41.4,17.6,0.434,1.4,0.2,0.2,0.2,50.6,26.2,3,2,1.8,1.4,1,0.4,20.8,7.4,3,2.2,21.2,7.2,0.2,1.8,1.4,1.6,0,24.8,10,0.416,0.2,2.2,1.4,0.7,35.6,20.6,8,353.4,0,0,0,1,0,2,0,3,Orthodox,185.42,193.04,170,28,22
Matt Brown,Matt Arroyo,Herb Dean,2008-06-21,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,3,0,1,0,0,0,0,0,4,0,4,4,8,4,0,0,0,0,0,8,4,0.5,5,0,0,0,23,19,1,0,0,0,0,0,3,0,2,1,5,1,0,0,0,0,0,5,1,0.2,0,2,0,0,23,12,1,282,0,0,0,0,0,1,0,1,Orthodox,177.8,182.88,170,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,170,25,27
Kevin Burns,Roan Carneiro,Mario Yamasaki,2008-06-07,"London, England, United Kingdom",Red,FALSE,Welterweight,3,0,1,0,3,2.333333333,6.333333333,5,8,4.666666667,10,7,19,12,0,2.333333333,2.333333333,3.333333333,0,24.33333333,16.66666667,0.63,2.333333333,5,4,0.79,55,45.66666667,1,1,2,2,6,4,12.66666667,3.666666667,6.666666667,4.333333333,21.66666667,8.333333333,0,1.666666667,1.666666667,0.6666666667,0.3333333333,25.33333333,12,0.4833333333,0.6666666667,0.3333333333,0,0,63.66666667,50,7,593.3333333,0,0,0,1,1,0,0,2,Orthodox,180.34,187.96,170,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,170,30,28
Mike Swick,Marcus Davis,Mario Yamasaki,2008-06-07,"London, England, United Kingdom",Red,FALSE,Welterweight,3,0,6,0,3.285714286,2.571428571,5.714285714,4.285714286,23,10,7.142857143,4.857142857,29.71428571,14.14285714,0.4285714286,2.857142857,2.428571429,1.428571429,0,35.85714286,19.14285714,0.5542857143,0.7142857143,1.285714286,0.7142857143,0.2614285714,56.28571429,38,6,1,2.428571429,1.285714286,3,1.571428571,21.14285714,7,6.571428571,3.428571429,22.42857143,6,0.1428571429,5.857142857,4.714285714,0.7142857143,0.4285714286,30.71428571,12,0.4114285714,0.1428571429,0.4285714286,0.4285714286,0.1428571429,38.42857143,18.57142857,11,363.2857143,0,0,0,1,2,3,0,6,Southpaw,177.8,177.8,170,0,1,0,5.857142857,4.571428571,12.57142857,10,36.28571429,10,1.142857143,0.8571428571,33.85714286,7.714285714,0.2857142857,10.28571429,8.571428571,0.7142857143,0.1428571429,50,20.85714286,0.4828571429,0.2857142857,1,0.4285714286,0.06,58.42857143,28.85714286,5,1,3,1.428571429,9.142857143,7.857142857,20.42857143,5.714285714,3.285714286,2.428571429,22.42857143,7.857142857,0,7.428571429,6.714285714,0.8571428571,0,32.85714286,16,0.3957142857,0.2857142857,3.285714286,0.8571428571,0.22,52.57142857,33.42857143,13,430,0,1,0,1,2,2,0,6,Orthodox,185.42,195.58,170,34,28
Paul Taylor,Jess Liaudin,Dan Miragliotta,2008-06-07,"London, England, United Kingdom",Red,FALSE,Welterweight,3,1,0,0,1.666666667,1,6.666666667,5.666666667,18,7.666666667,2,1,21.33333333,10.33333333,0.6666666667,3.666666667,3,0,0,26.66666667,14.33333333,0.42,0.3333333333,0.3333333333,0,0,29.66666667,17,2,1,2,2,1.333333333,1.333333333,9.333333333,4.666666667,0.6666666667,0.6666666667,8.333333333,3.666666667,0.3333333333,1,1,0.3333333333,0,11.33333333,6.666666667,0.72,0,0.3333333333,0.3333333333,0.3333333333,17.33333333,12.33333333,3,131.6666667,0,0,0,0,1,1,0,2,Orthodox,175.26,182.88,170,2,0,0,5.333333333,5,9.666666667,8,79.33333333,30,14,7.666666667,81.66666667,28.33333333,0.6666666667,16,12.33333333,1,0.3333333333,103,45.66666667,0.4833333333,1,0.3333333333,0.3333333333,0.3333333333,147.6666667,85,1,2,10.66666667,10,6.666666667,4.333333333,63.33333333,21.66666667,37,20.66666667,90.66666667,33,0,5.666666667,3.666666667,2.333333333,0.3333333333,107,46.66666667,0.4733333333,0.3333333333,3.666666667,1.333333333,0.4433333333,141.3333333,77.33333333,7,597,0,0,0,0,1,0,0,1,Orthodox,182.88,182.88,155,,28
Thiago Alves,Matt Hughes,Herb Dean,2008-06-07,"London, England, United Kingdom",Red,FALSE,Welterweight,3,1,0,0,5.210526316,4.842105263,1.578947368,1.157894737,11.68421053,3.842105263,23.36842105,16,31,15.73684211,0,0.4210526316,0.4210526316,3.684210526,0.2105263158,36.63157895,21,0.5431578947,0.7894736842,4.157894737,2.263157895,0.6021052632,56.73684211,40.47368421,6,4,2.421052632,2.052631579,2.421052632,1.842105263,11.57894737,3.842105263,5.684210526,4.052631579,15.78947368,6.736842105,0.2105263158,1.473684211,0.9473684211,1.368421053,0.3684210526,19.68421053,9.736842105,0.4352631579,1.052631579,0.6842105263,0.4736842105,0.2421052632,45.73684211,34.89473684,40,565,12,0,0,4,5,4,2,15,Switch,175.26,185.42,170,0,5,0,4.333333333,3.666666667,8.555555556,5.777777778,36.66666667,13.77777778,12.33333333,6.222222222,42.88888889,14.33333333,0.5555555556,10.33333333,7.777777778,1.111111111,0,57.55555556,25.77777778,0.5233333333,0.4444444444,0.5555555556,0.5555555556,0.3333333333,73.55555556,39.33333333,5,2,5,3.666666667,7.888888889,4.555555556,35.11111111,8.111111111,8,5.666666667,43.11111111,12.44444444,0.1111111111,2.888888889,2.222222222,1.222222222,0.1111111111,51,18.33333333,0.4033333333,0.7777777778,4.111111111,1.111111111,0.3366666667,67.11111111,33.66666667,17,468.5555556,0,0,0,1,5,0,1,7,Orthodox,175.26,177.8,170,34,24
Dong Hyun Kim,Jason Tan,Steve Mazzagatti,2008-05-24,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,3,1,0,0,0,0,0,0,13,6,0,0,5,0,0,8,6,0,0,13,6,0.46,0,0,0,0,13,6,0,1,0,0,1,0,9,5,4,4,14,9,1,0,0,0,0,14,9,0.64,0,0,0,0,14,9,1,75,0,0,0,0,0,0,0,0,Orthodox,177.8,,170,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Southpaw,187.96,193.04,170,26,26
Yoshiyuki Yoshida,Jon Koppenhaver,Herb Dean,2008-05-24,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,3,0,1,0,2,2,0,0,9,3,39,26,46,27,0,0,0,1,1,48,29,0.6,0,2,1,0.5,156,127,1,0,0,0,6,5,11,3,53,32,70,40,1,0,0,3,0,70,40,0.57,1,4,2,0.5,111,78,3,721,0,0,0,0,1,0,0,1,Orthodox,180.34,,170,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Southpaw,180.34,177.8,170,26,34
Georges St-Pierre,Matt Serra,Yves Lavigne,2008-04-19,"Montreal, Quebec, Canada",Red,TRUE,Welterweight,5,0,2,0,6.7,5.7,7.7,5.6,23.5,5.5,13.2,6.9,33.7,9,0.3,4,3.3,4.1,0.5,44.4,18,0.397,1,10.8,2.2,0.282,76.7,47.3,2,4,7.6,6.8,9.9,8.1,20.8,7.8,9.3,5,28.9,11,0.2,3.5,3.1,0.8,0.6,40,20.9,0.478,0.5,2.1,1.2,0.296,82.4,61.5,26,757.4,2,1,1,2,1,1,0,6,Orthodox,167.64,172.72,170,0,2,0,6.727272727,6,4,2.636363636,37,17.18181818,24.27272727,16.45454545,51.18181818,25,0.3636363636,7.363636364,5.272727273,3.636363636,0.2727272727,65.27272727,36.27272727,0.5554545455,1.272727273,2.909090909,2.363636364,0.7545454545,105.8181818,74.90909091,5,2,3.727272727,3.090909091,2.727272727,2.090909091,26.09090909,7.545454545,2.727272727,1.545454545,25.54545455,6.454545455,0.1818181818,2.272727273,1.636363636,0.6363636364,0.2727272727,31.54545455,11.18181818,0.3363636364,0.6363636364,3,0.4545454545,0.1536363636,44.81818182,22.90909091,22,537,4,0,1,3,3,2,0,9,Orthodox,180.34,193.04,185,33,26
Jonathan Goulet,Kuniyoshi Hironaka,Dan Miragliotta,2008-04-19,"Montreal, Quebec, Canada",Red,FALSE,Welterweight,3,1,0,0,3.333333333,3,3.666666667,2.333333333,20.33333333,5.666666667,9.666666667,7,27.33333333,9.666666667,0,3,2.333333333,3.666666667,0,33.66666667,15,0.3933333333,1,6.666666667,2.333333333,0.2466666667,71,50.66666667,1,2,4,2.333333333,9.666666667,6,42.33333333,15.66666667,18,11.33333333,56,22.66666667,0,10,8,0.6666666667,0.3333333333,70,33,0.4166666667,0,2,1.666666667,0.2766666667,128.3333333,86.66666667,8,781.3333333,0,0,0,1,0,0,0,1,Orthodox,177.8,177.8,168,0,1,0,1.666666667,1.333333333,1.833333333,1.166666667,7.666666667,2.333333333,6.5,3.833333333,13.16666667,5.166666667,0,1.166666667,0.8333333333,2.833333333,0.6666666667,16,7.333333333,0.3316666667,0.3333333333,2.333333333,1.666666667,0.4433333333,39.16666667,27,1,3,1.166666667,1.166666667,1.666666667,1,10,4.333333333,7.166666667,5,16.66666667,8.166666667,0.6666666667,1,1,2.166666667,0,18.83333333,10.33333333,0.625,1.5,2.5,1.666666667,0.2916666667,28,18.66666667,10,363.6666667,0,1,0,0,0,1,1,3,Orthodox,182.88,185.42,170,31,28
Anthony Johnson,Tommy Speer,Tim Mills,2008-04-02,"Broomfield, Colorado, USA",Red,FALSE,Welterweight,3,1,0,0,3,2,5,4,2,0,0,0,2,0,0,2,2,0,0,7,4,0.57,0,0,0,0,8,5,0,1,6,5,6,5,0,0,8,5,8,5,0,0,0,2,0,14,10,0.71,1,2,1,0.5,41,36,1,121,1,0,0,0,0,0,0,0,Orthodox,177.8,180.34,170,1,0,0,3,2.5,3.5,2,17.5,5,7.5,5.5,24,9,1,1.5,1,0.5,0.5,28.5,12.5,0.43,1.5,1,0.5,0.25,30.5,14,1,1,0.5,0,1.5,0.5,12,3.5,3,3,13,5,0,3,2,1,0.5,16.5,7,0.36,1,1,0.5,0.25,33,22.5,3,249,0,0,0,0,1,0,0,1,Orthodox,187.96,198.12,205,23,24
George Sotiropoulos,Roman Mitichyan,Adam Martinez,2008-04-02,"Broomfield, Colorado, USA",Red,FALSE,Welterweight,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,23,0,0,0,0,0,1,0,1,Orthodox,177.8,,170,0,1,0,0,0,0,0,1,0,2,2,3,2,0,0,0,1,0,3,2,0.66,1,0,0,0,28,24,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,2,0,0,3,0,1,96,0,0,0,0,0,1,0,1,Orthodox,177.8,180.34,155,29,30
Thiago Alves,Karo Parisyan,Steve Mazzagatti,2008-04-02,"Broomfield, Colorado, USA",Red,FALSE,Welterweight,3,0,3,0,2.4,2,11.3,5.5,41,14.3,28.3,14.1,76.3,30.2,0,1.9,1.7,3.5,0.2,80.6,33.9,0.417,0.9,7.3,5,0.628,117.2,66.1,4,2,10.6,8.8,11.3,6.4,43.7,12.7,14.5,9.3,53.9,15.9,0.1,5,3.7,0.9,0.9,69.5,28.4,0.376,0.5,3.6,1.5,0.405,107.5,64.2,26,771.6,0,0,1,5,1,1,0,8,Orthodox,177.8,182.88,170,0,4,0,4.625,3.875,9.375,6.25,35.875,14,13.5,6.625,42.875,14.625,0.5,11.25,8.375,1.25,0,58.75,26.875,0.545,0.5,0.625,0.625,0.375,76.75,42.125,4,2,5.375,3.875,8.375,5,34.875,8.25,8.5,6.125,43.25,13.125,0.125,3.125,2.375,1.25,0.125,51.75,19.375,0.42625,0.875,4.125,1.125,0.3475,68.5,35.25,15,486.625,0,0,0,1,4,0,1,6,Orthodox,175.26,177.8,170,25,24
